id,sku,short_description,price,list_price,rating_average,review_count,quantity_sold,inventory_status,name,categories
16523479,3178625188117,"Được thiết kế đơn giản, thanh thoát nhưng rất sang trọng. Với nhiều màu sắc khác nhau, thiết bị cho bạn có thể lựa chọn màu sắc phù hợp với căn phòng của mình. Panasonic KX- TSC11 thích hợp dùng trong...",650000,650000,4.8,13,"{'text': 'Đã bán 90', 'value': 90}",available,Điện thoại để bàn Panasonic KX TSC11MX hàng chính hãng,Điện thoại bàn
21317020,1707684225376,"Dù với sự phát triển ngày càng mạnh mẽ và thông dụng của điện thoại di động, nhưng chiếc điện thoại bàn vẫn luôn gắn bó và có mặt trong mọi gia đình Việt. Điện thoài bàn ngày nay đã được cải tiến với ...",2290000,2290000,5.0,11,"{'text': 'Đã bán 22', 'value': 22}",available,Điện thoại bàn không dây Panasonic KX-TGF310 - Hàng Chính Hãng,Điện thoại bàn
21465183,4822802031374,"Chức năng:Đàm thoại 3 bênLoa ngoài 2 chiềuKhả năng kết nói với repeater mở rộng phạm vi phát sóngTrả lời bằng phím bất kìNhiều ngôn ngữ để lựa chọnChức năng khóa máy, câm tiếng, chặn cuộc gọiC...",1680000,1680000,5.0,3,"{'text': 'Đã bán 11', 'value': 11}",available,Điện thoại không dây Panasonic KX-TGC212 - Hàng Chính Hãng,Điện thoại bàn
23142193,3807251029548,"Dù với sự phát triển ngày càng mạnh mẽ và thông dụng của điện thoại di động, nhưng chiếc điện thoại bàn vẫn luôn gắn bó và có mặt trong mọi gia đình Việt. Điện thoài bàn ngày nay đã được cải tiến với ...",2200000,2200000,0.0,0,"{'text': 'Đã bán 2', 'value': 2}",available,Điện thoại bàn không dây Panasonic KX-TGC313 - Hàng Chính Hãng,Điện thoại bàn
23865953,6837367285320,ĐIỆN THOẠI BÀN CÓ DÂY PANASONIC KX-TS500MX•Điều chỉnh âm lượng điện tử •Chức năng quay lại số vừa gọi •Giá treo tường • Có phím FLASH - Dùng để chuyển máy nội nộ•Kiểu chuông 3 cấp độ •Cài chế độ bậ...,299000,299000,4.8,6,"{'text': 'Đã bán 73', 'value': 73}",available,Điện Thoại Để Bàn Panasonic KX-TS500MX - Hàng Chính Hãng,Điện thoại bàn
25949745,4301494001686,Thiết kế siêu nhẹMáy Đọc Sách Kindle Oasis 10th Generation - 8Gb mang đến cho bạn trải nghiệm bất ngờ khi lần đầu tiên cầm máy trên tay khi trọng lượng rất nhẹ đôi khi có cảm giác như nó không có trọ...,5990000,5990000,0.0,0,"{'text': 'Đã bán 1', 'value': 1}",available,Máy Đọc Sách Kindle Oasis (10th Gen) 2019- 8GB - Hàng Chính Hãng,Máy đọc sách
29440849,8139855205437,"Hỗ trợ SIP V2.0 (RFC 3261,3262, 3263,3264)2*10/100 m RJ45 Cổng128*64 TFT2 Line-Phím & 2 tài khoản SIP4 các nút tùy chỉnh cho MÀN HÌNH LCD để lựa chọn10 phím đa chức năng, (Nếu Không Có BLF)Hỗ trợ ...",1650000,1650000,0.0,0,,available,điện thoại  IP622C - hàng chính hãng,Điện thoại bàn
29446449,2371186125718,"128 * 64 white backlit LCD screen 2*RJ45 10/100Mbps 4 Softkey 10 Multifunction key Codec G.711(A-law,Ulaw),G.723,G.729A/B,G.722,iBLC Telephone book Call history ...",1850000,1850000,0.0,0,,available,Điện thoại không dây IP 622CW ,Điện thoại bàn
31261844,5738275429343,"Điện thoại bànĐiện thoại cố định không dâyDòng cố định không dây lắp SIMLắp SIM cố định hoặc SIM di động đều đượcLắp tất cả các loại SIM của tất cả các thị trường hiện có Viettel, Vina, Mobi, Viet...",650000,650000,3.9,35,"{'text': 'Đã bán 190', 'value': 190}",available,Điện Thoại Bàn Cố Định Không Dây Lắp Sim,Điện Thoại - Máy Tính Bảng
31820638,2017289033924,ĐIỆN THOẠI BÀN CÓ DÂY PANASONIC KX-TS500MX•Điều chỉnh âm lượng điện tử •Chức năng quay lại số vừa gọi •Giá treo tường • Có phím FLASH - Dùng để chuyển máy nội nộ•Kiểu chuông 3 cấp độ •Cài chế độ bậ...,299000,299000,5.0,13,"{'text': 'Đã bán 96', 'value': 96}",available,Điện Thoại Bàn Panasonic KX-TS500MX - Panasonic KX-TS500MX Integrated Telephone System - Hàng chính hãng,Điện Thoại - Máy Tính Bảng
37289936,1392534010792,"​​​​Camera sau kép, tận hưởng trải nghiệm SLRWP2 được trang bị camera phía sau ống kính kép với cảm biến Samsung S5K2P7 16MP cho máy ảnh chính và camera phụ 2MP cho hiệu ứng mờ. Chụp rất chi tiế...",5490000,5490000,4.3,3,"{'text': 'Đã bán 14', 'value': 14}",available,"Điện thoại Oukitel WP2 chống nước,chống va đập, pin 10.000 mAh - Hàng chính hãng",Điện thoại Smartphone
42333095,8721146710364,"Điện thoại bànĐiện thoại cố định không dâyDòng cố định không dây lắp SIMLắp SIM cố định hoặc SIM di động đều đượcLắp tất cả các loại SIM của tất cả các thị trường hiện có Viettel, Vina, Mobi, Viet...",490000,490000,3.7,3,"{'text': 'Đã bán 13', 'value': 13}",available,"Điện thoại cố định không dây cho người già, màn hình hiển thị đầu số - Hàng chính hãng",Điện thoại bàn
43924153,1096925155627,"Độ phân giải màn hình cực caoMáy đọc sách Kindle Oasis 32G với màn hình 7 inch và mật độ ảnh 300 ppi, văn bản hiển thị trên thiết bị với chất lượng sắc nét, đọc như giấy thật ngay cả trong ánh sáng m...",5790000,5790000,4.3,6,"{'text': 'Đã bán 35', 'value': 35}",available,Máy đọc sách Kindle Oasis 3 (2019) - Amazon - Hàng nhập khẩu,Điện Thoại - Máy Tính Bảng
47292697,4708700031268,"Điện thoại quay số kiểu cổ điển , phù hợp với không gian cổ kính , tạo phong cách đặc biệt cho căn phòng của bạnÂm lượng chuông lớn , có thể điểu chỉnh âm to nhỏ theo mong muốnKhông sử dụng nguồn ha...",2000000,2000000,0.0,0,"{'text': 'Đã bán 2', 'value': 2}",available,Điện thoại bàn cổ điển DT40,Điện thoại bàn
48324874,3962370679163,"Chiếc E-reader mỏng nhất, đẹp nhất và bền nhấtMáy Đọc Sách Kobo Forma mang đến cho bạn trải nghiệm bất ngờ khi lần đầu tiên cầm máy trên tay khi trọng lượng 197g rất nhẹ đôi khi có cảm giác như nó kh...",5800000,6390000,5.0,5,"{'text': 'Đã bán 7', 'value': 7}",available,Máy Đọc Sách Kobo Forma - bản 8GB- Hàng Nhập Khẩu,Máy đọc sách
52002453,9876196863016,Thông tin sản phẩm Cisco Unified IP Phone 7962GThe Cisco Unified IP Phone 7962G là một điện thoại IP đầy đủ tính năng với bộ loa và thiết bị cầm tay được thiết kế cho âm thanh băng rộng. Nó được thiế...,4900000,4900000,0.0,0,,available,Cisco Unified IP Phone 7962G - Hàng chính hãng,Điện thoại bàn
52326343,9710471712388,Thông số kỹ thuật Cisco VoIP phone CP-7821-K9Two-lines deliver more efficient call handling.High-resolution graphical grayscale display makes viewing easier.Dedicated fixed keys (Includes messagi...,2580000,2580000,0.0,0,,available,Cisco Unified IP Phone CP-7821-K9 - Hàng chính hãng,Điện thoại bàn
52480318,9331951912465,"Điện thoại bàn cổ điển có các chi tiết được điêu khắc tinh xảo, kết hợp giữa đồng và gỗ tự nhiên theo phong cách cổ điển, rất ấn tượng và vô cùng đẹp mắt giúp không gian sống của bạn trở nên sang trọn...",2500000,2500000,0.0,0,,available,Điện thoại bàn cổ điển DT115,Điện thoại bàn
52481412,7995262042086,"Điện thoại bàn cổ điển có các chi tiết được điêu khắc tinh xảo, kết hợp giữa đồng và gỗ tự nhiên theo phong cách cổ điển, rất ấn tượng và vô cùng đẹp mắt giúp không gian sống của bạn trở nên sang trọn...",2200000,2200000,0.0,0,"{'text': 'Đã bán 2', 'value': 2}",available,"Điện thoại bàn cổ điển, điện thoại bàn tân cổ điển, DT122",Điện thoại bàn
53380152,1033646664991,"Điện thoại IP Fanvil X1SĐầy đủ tính năng, hiệu quả cao-Fanvil X1S / X1SP nổi bật với vẻ ngoài thanh lịch hoàn toàn mới với màn hình đèn nền rõ ràng và các phím dòng mới được thêm vào với đèn LED, gi...",950000,950000,0.0,0,,available,Điện Thoại IP Phone Fanvil X1S - Hàng Chính Hãng,Điện thoại bàn
54683561,8302246545010,"Kích thước: 26x27x22x26cmChất liệu: gỗ sồi họa tiết tân cổ, hợp kim mạ đồngChức năng: dùng đường dây điện thoại cố định nghe gọi bình thường và để bàn trang tríThiết kế chuông quả bàn phím quayKiểu Dá...",3520000,4400000,4.0,2,"{'text': 'Đã bán 9', 'value': 9}",available,"ĐIỆN THOẠI TÂN CỔ ĐIỂN DT14 bàn phím quay chuông quả, dùng cáp điện thoại cố định nghe gọi âm thanh rõ ràng (điện thoại bàn tân cổ điển)",Điện thoại bàn
54882670,8495104700642,"Kích thước: 19x32x16cmChất liệu: gỗ sồi họa tiết tân cổ, hợp kim mạ đồngGồm 2 phiên bản dùng sim lắp trực tiếp hoặc dùng lắp như điện thoại bàn cho khách hàng lựa chọnHộp đóng mở bàn phím gọn gàng, ch...",2320000,2900000,3.7,3,"{'text': 'Đã bán 7', 'value': 7}",available,Điện thoại để bàn tân cổ điển chuông thanh bàn phím quay mã DT10 dùng sim di động hoặc dùng cáp nghe gọi âm thanh rõ ràng và để trang trí (điện thoại bàn tân cổ điển),Điện thoại bàn
54989813,6947830017867,"Kích thước: 26x18x21cmChất liệu: bột đá cao cấp với họa tiết rạn tinh xảo bắt mắt, hợp kim mạ vàngChức năng: dùng sim di động nghe gọi và để bàn trang tríChuông thanh bàn phím quayKiểu Dáng cổ điển sa...",2900000,2900000,5.0,2,"{'text': 'Đã bán 5', 'value': 5}",available,"Điện thoại tân cổ điển để bàn mã DT4 màu trắng kết hợp vàng, chuông thanh bàn phím quay, dùng sim di động nghe gọi âm thanh tốt và để trang trí (Điện thoại bàn tân cổ điển)",Điện thoại bàn
55197731,3393164478554,"*Nó có thể được đặt trên máy tính để bàn hoặc treo tường. *Tinh tế và nhỏ gọn, không chiếm nhiều không gian. *Không có màn hình hiển thị...",215000,215000,4.5,15,"{'text': 'Đã bán 50', 'value': 50}",available,Điện thoại bàn màu đỏ KXT438,Điện thoại bàn
57809866,6693737306374,"Màn hình giọt nước, viền máy mỏngĐiện thoại Xiaomi Redmi 9A sở hữu một màn hình tràn viền kích thước cực lớn 6.53 inch với thiết kế theo kiểu giọt nước quen thuộc, đi theo xu hướng chung của những mẫ...",1790000,2490000,4.7,839,"{'text': 'Đã bán 5000+', 'value': 6161}",available,Điện thoại Xiaomi Redmi 9A (2GB/32GB) - Hàng chính hãng,Điện thoại Smartphone
58146831,1391467543025,"Điện thoại cổ điển đặc biệt phù hợp với các thiết kế tân cổ điển đang là xu hương thiết kế hiện nay. Dễ dàng kết hợp với nội thất Phòng khách, Phòng ngủ, Quán cafe, Nhà hàng, Văn phòng, Khách sạn......",2500000,2500000,0.0,0,,available,Điện Thoại Cổ Điển DT150 - Bản Dây Line,Điện thoại bàn
62242668,2129306455685,"Chức năng hiển thị ngày, đồng hồ, báo sạc, nguồn pin;Hỗ trợ chức năng phím tắt;Hỗ trợ chức năng danh bạ điện thoạiQuản lý hồ sơ cuộc gọi hiển thị cuộc gọi đi, gọi đến.Gửi và nhận tin nhắn, chức n...",699000,699000,5.0,14,"{'text': 'Đã bán 51', 'value': 51}",available,Điện Thoại Bàn Homephone lắp sim - Lắp Tất Cả Các Sim Đi Động - Di Chuyển Mang Đi Khắp Nơi - Hàng Chính Hãng,Điện thoại bàn
65091422,1912696032151,"Pin quái vật 10000mAh, thời gian chờ 30 ngày với một lần sạc Lợi ích từ tối ưu hóa năng lượng của chipset, pin tích hợp 10000 mAh cho phép một lần sạc trong 750 giờ ở chế độ chờ, 52 giờ gọi, 10 gi...",6990000,6990000,5.0,2,"{'text': 'Đã bán 5', 'value': 5}",available,"Điện thoại Oukitel WP6 (Chống va đập,chống nước,Ram 6Gb,Rom 128Gb,pin 10.000mAh) - Hàng chính hãng",Điện thoại Smartphone
65492829,9942977542729," bền bỉ hơn, Khéo léo hơn WP5 Pro sử dụng cao su công nghiệp với các yếu tố chống va đập. Bốn góc máy được làm dày dặn độ bền cao cũng như lớp vỏ thép dày và bền cũng như thiết kế ma sát lưng và ph...",3990000,3990000,5.0,9,"{'text': 'Đã bán 19', 'value': 19}",available,"Điện thoại Oukitel WP5 Pro (Ram4GB,Rom 64Gb,pin 8.000mAh ,chống va đập,chống nước) - hàng chính hãng",Điện thoại Smartphone
68693081,3893355119421,"Thiết kế với gam màu cá tínhTất cả những gì fan cần, nay đã có trong tầm tay. Bằng việc kế thừa những cải tiến của Galaxy S20, Samsung đã tạo nên một phiên bản đặc biệt dành riêng cho fans với đầy đủ...",8625000,8625000,0.0,0,"{'text': 'Đã bán 1', 'value': 1}",available,Điện Thoại Samsung Galaxy S20 FE - Hàng Chính Hãng,Điện Thoại - Máy Tính Bảng
72290345,4073473794390,"Kobo Clara HD có hỗ trợ đèn vàng giúp bảo vệ mắt. Máy siêu gọn nhẹ, phù hợp với những bạn có thói quen đọc đêm và yêu thích sự nhỏ gọn, cảm giác nhẹ nhàng khi cầm máy.Đây là chiếc máy đọc sách tầm t...",3099000,3099000,5.0,7,"{'text': 'Đã bán 20', 'value': 20}",available,"Máy đọc sách Kobo Clara HD 8GB đen, 6 inch, có đèn cam - Hàng nhập khẩu",Điện Thoại - Máy Tính Bảng
72310352,1200119957083,"Máy tính bảng Vankyo Z10 Trải nghiệm đọc thoải máiVới chế độ Reading Mode (chế độ đọc sách) và tính năng Eye Health, máy tính bảng Vankyo MatrixPad Z10 mang lại trải nghiệm đọc dễ chịu, máy...",2990000,2990000,4.6,8,"{'text': 'Đã bán 13', 'value': 13}",available,Máy tính bảng Vankyo MatrixPad Z10 - Hàng Chính Hãng,Máy tính bảng
72310420,3286784073141,"Máy tính bảng Vankyo MatrixPad S30 Hiệu suất hoạt động mạnh mẽBộ vi xử lý 8 nhân có tần số lên đến 1,6 GHz và RAM 3 GB mang lại hiệu năng mạnh mẽ hơn, cho phép bạn chuyển đổi liên tục gi...",3090000,3090000,3.8,4,"{'text': 'Đã bán 11', 'value': 11}",available,Máy tính bảng VANKYO MatrixPad S30 - Hàng Chính Hãng,Máy tính bảng
73842403,1564292890033,điện thoại bàncó dây kiểu dáng nhỏ gọnsố to rõ dễ sử dụng  ...,250000,250000,4.1,15,"{'text': 'Đã bán 62', 'value': 62}",available,Điện thoại bàn có dây nhỏ gọn màu trắng,Điện thoại bàn
74776150,4606254839722,Máy đọc sách Kobo Libra H2O cung cấp dung lượng lưu trữ 8GB. Màn hình có tính năng Comfort Light Pro  phát ra màu sắc tối ưu dựa trên thời gian trong ngày. Pin có thể kéo dài hàng tuần.Máy Kobo Libra...,4499000,4499000,4.8,4,"{'text': 'Đã bán 10', 'value': 10}",available,"Máy đọc sách Kobo Libra H20 8GB Trắng/Đen có đèn nền vàng, chống nước - Hàng nhập khẩu",Máy đọc sách
80132874,1512070665170,"Điện thoại thiết kế chuông quả bàn phím quay. Kích thước: 26x27x22x26cmChất liệu: gỗ sồi họa tiết tân cổ, hợp kim mạ đồngChức năng: sử dụng nghe gọi và để bàn trang tríKiểu Dáng cổ điển sang trong ph...",3600000,3600000,0.0,0,"{'text': 'Đã bán 2', 'value': 2}",available,"ĐIỆN THOẠI TÂN CỔ ĐIỂN DT16 bàn phím quay chuông thanh, dùng được nghe gọi âm thanh rõ ràng. Điện thoại để bàn tân cổ điển- Điện thoại bàn chất liệu gỗ để trang trí",Điện thoại bàn
84757299,3004862240432,"Itel il9200 4G là một chiếc điện thoại phổ thông hỗ trợ đầy đủ các tính năng như một smartphone với các tính năng đàm thoại, quay phim chụp ảnh, đặc biệt còn hỗ trợ mạng 4G tốc độ cao, một lựa chọn h...",590000,590000,5.0,1,"{'text': 'Đã bán 3', 'value': 3}",available,Điện thoại Itel it9200 4G - Hàng chính hãng,Điện thoại phổ thông
91281318,1417706155548,   ...,9090000,9090000,4.0,2,"{'text': 'Đã bán 6', 'value': 6}",available,Máy Đọc Sách Likebook P10 - Hàng chính hãng,Máy đọc sách
91836155,1020575572535,"Màn hình 1.77 inch Dung lượng pin 1000mAh Camera VGA 2 SIM Hỗ trợ thẻ nhớ 8GB Đèn pin, Bluetooth, FM Kiểu dáng hài hòa Điện Thoại Masstel Fami 12 có kiểu dáng nhỏ gọn, nổi bật và hài hòa với bàn phím ...",630000,630000,0.0,0,,available,Điện Thoại  Dành Cho Người Già Masstel Fami 12 Phiên bản mới hỗ trợ đèn Pin siêu sáng- Hàng Chính Hãng - Màu đen,Điện thoại phổ thông
94453667,4756172867236,Điện thoại VoIP Yealink SIP-T30 là dòng điện thoại thay thế cho các dòng T19 cũ. Điện thoại thoại được trang bị một số công nghệ mới vượt trội hơn dòng cũ.SIP-T30 là dòng điện thoại thông dụng dành c...,1050000,1050000,0.0,0,,available,Điện thoại VoIP Yealink SIP-T30,Điện thoại bàn
102620086,4597720295577,       Yealink HD Voice   2.3” 132×64-pixel graphical LCD   1 tài khoản SIP   Hội nghị được 5 bên   Hỗ trợ EHS Wireless Headset   Unifed Firmware   Hỗ trợ YDMP/YMCS   TÍNH NĂNG ĐIỆN THOẠI Y...,1200000,1200000,0.0,0,,available,Điện thoại VoIP Yealink SIP-T30 - Hàng Chính Hãng,Điện thoại bàn
103168071,2540897708799,"Chính hãng, Nguyên seal, Mới 100%Đã kích hoạt bảo hành điện tử 6060, nguyên seal chưa khuiMiễn phí giao hàng toàn quốcSIM Nano-SIM, hỗ trợ 4GLoại Màn hình cảm ứng IPS LCDKích thước: 8.7 incheĐộ phân g...",3587000,3587000,5.0,1,"{'text': 'Đã bán 4', 'value': 4}",available,Máy tính bảng Samsung Galaxy Tab A7 Lite LTE SM-T225 - Hàng Chính Hãng,Điện Thoại - Máy Tính Bảng
103168844,2993289125702,"Chính hãng, Nguyên seal, Mới 100%Đã kích hoạt bảo hành điện tử 6060, nguyên seal chưa khuiMiễn phí giao hàng toàn quốcSIM Nano-SIM, hỗ trợ 4GLoại Màn hình cảm ứng IPS LCDKích thước: 8.7 incheĐộ phân g...",3587000,3587000,4.0,1,"{'text': 'Đã bán 2', 'value': 2}",available,Máy tính bảng Samsung Galaxy Tab A7 Lite LTE SM-T225) - ĐÃ KÍCH HOẠT ĐIỆN TỬ - Hàng Chính Hãng,Máy tính bảng
105830021,9600025665234,"Giải trí bất tận mọi lúc, mọi nơiMáy Tính Bảng Samsung Galaxy Tab A7 Lite LTE T225 (3GB/32GB) ĐÃ KÍCH HOẠT BẢO HÀNH ĐIỆN TỬ - Hàng Chính Hãng - Đắm chìm trong thế giới giải trí ở bất cứ nơi đâu với m...",3587000,3587000,0.0,0,"{'text': 'Đã bán 2', 'value': 2}",available,Máy Tính Bảng Samsung Galaxy Tab A7 Lite LTE T225 (3GB/32GB) ĐÃ KÍCH HOẠT BẢO HÀNH ĐIỆN TỬ - Hàng Chính Hãng,Máy tính bảng
113475741,2638638787887,3 số gọi nhanh (bằng một phím bấm) 3 mức âm lượng chuông Gọi lại số gần nhất Đèn báo cuộc gọi đếnĐiện thoại để bàn Panasonic KX-TS520- Nhớ được 50 số gọi đến và 20 số gọi đi.- Danh bạ lưu được 50 số ...,450000,450000,4.0,1,"{'text': 'Đã bán 8', 'value': 8}",available,Điện thoại Panasonic KX-TS520MX - Trắng - Hàng chính hãng,Điện thoại bàn
115830124,1539816219288,"Màn hìnhCông nghệ màn hình:Độ phân giải:Màn hình rộng:6.53"" - Tần số quét 60 HzĐộ sáng tối đa:400 nitsMặt kính cảm ứng:Camera sau13 MPQuay phim:Đèn Fl...",2088000,2088000,0.0,0,,available,Điện Thoại Xiaomi Redmi 9A (2GB/32GB)- Đã kích hoạt bảo hành điện tử- Hàng Chính Hãng - Sky Blue,Điện thoại Smartphone
117347869,2376905437980,"       ĐIỆN THOẠI HỘI NGHỊ YEALINK CP960   CHẤT LƯỢNG ÂM THANH TRUNG THỰC VÀ MẠNH MẼ   THU ÂM ĐA HƯỚNG VỚI KHOẢNG CÁCH RỘNG   ● Với khả năng thu âm đa hướng(3600) với khoảng cách lên đến 6m, Ye...",15230000,15230000,0.0,0,,available,ĐIỆN THOẠI HỘI NGHỊ YEALINK CP960 -HÀNG CHÍNH HÃNG,Điện thoại bàn
117927643,6740646055669," BÀN PANASONIC KX- TS820 Được thiết kế đơn giản, thanh thoát nhưng rất sang trọng. Với nhiều màu sắc khác nhau, thiết bị cho bạn có thể lựa chọn màu sắc phù hợp với căn phòng của mình. Panasonic KX- ...",499000,499000,5.0,1,"{'text': 'Đã bán 5', 'value': 5}",available,Điện thoại Panasonic KX-TS820MX -Hàng chính hãng,Điện thoại bàn
117929342,6989032463968,"Hiển thị số gọi đến và gọi đi (nhớ được 50 số gọi đến và 20 số gọi đi ).Kiểm tra, xóa, và gọi lại số gọi đến và gọi đi.Tự động điền mã vùng và mã di động vào số máy bạn gọi.Tự động phân biệt và gọi...",620000,620000,0.0,0,"{'text': 'Đã bán 1', 'value': 1}",available,Điện thoại Panasonic KX-TSC11MX -Hàng chính hãng,Điện thoại bàn
